
(LID, 4001), (RL, 327), (text, then turn left on Canal Rd), (path, database//Jane//1624905763-863990-10.tts), (storage_type, 2), (text_type, 1), (update_time, 1624905766)
(LID, 4156), (RL, 310), (text, then keep right to SR-3 E / Newtown Square), (path, database//Jane//1624874930-932636-34.tts), (storage_type, 2), (text_type, 1), (update_time, 1624874931)

(LID, 4157), (RL, 311), (text, in 4.2 miles), (path, database//Jane//1624875431-207074-43.tts), (storage_type, 2), (text_type, 0), (update_time, 1624875431)

(LID, 4158), (RL, 312), (text, in 4.1 miles), (path, database//Jane//1624875431-207079-44.tts), (storage_type, 2), (text_type, 0), (update_time, 1624875431)

(LID, 4159), (RL, 313), (text, in 4 miles), (path, database//Jane//1624875431-207081-45.tts), (storage_type, 2), (text_type, 0), (update_time, 1624875431)

(LID, 4160), (RL, 314), (text, continue straight for 5 minutes to SR-3 / Newtown Square), (path, database//Jane//1624875431-207082-46.tts), (storage_type, 2), (text_type, 1), (update_time, 1624875431)

(LID, 4161), (RL, 315), (text, continue straight for 9 minutes to Providence Rd), (path, database//Jane//1624875794-201378-47.tts), (storage_type, 2), (text_type, 1), (update_time, 1624875794)

(LID, 4162), (RL, 316), (text, keep left to Wiggins St), (path, database//Jane//1624905763-863284-3.tts), (storage_type, 2), (text_type, 1), (update_time, 1624905765)

(LID, 4163), (RL, 317), (text, then keep left), (path, database//Jane//1624905763-863286-4.tts), (storage_type, 2), (text_type, 0), (update_time, 1624905765)

(LID, 4164), (RL, 318), (text, then keep left to Wiggins St), (path, database//Jane//1624905763-863287-5.tts), (storage_type, 2), (text_type, 1), (update_time, 1624905765)

(LID, 4165), (RL, 319), (text, exit to Canal Rd), (path, database//Jane//1624905763-863287-6.tts), (storage_type, 2), (text_type, 1), (update_time, 1624905765)

(LID, 4166), (RL, 320), (text, keep right to Indianapolis Int'l Airport), (path, database//Jane//1624905763-866820-19.tts), (storage_type, 2), (text_type, 1), (update_time, 1624905766)

(LID, 4167), (RL, 321), (text, then keep right to Indianapolis Int'l Airport), (path, database//Jane//1624905763-866821-20.tts), (storage_type, 2), (text_type, 1), (update_time, 1624905766)

(LID, 4168), (RL, 322), (text, use the right two lanes to keep right), (path, database//Jane//1624905763-866821-21.tts), (storage_type, 2), (text_type, 0), (update_time, 1624905766)

(LID, 4169), (RL, 323), (text, use the right two lanes to keep right to Indianapolis Int'l Airport), (path, database//Jane//1624905763-866822-22.tts), (storage_type, 2), (text_type, 1), (update_time, 1624905766)

(LID, 4170), (RL, 324), (text, exit right to Canal Rd), (path, database//Jane//1624905763-863989-7.tts), (storage_type, 2), (text_type, 1), (update_time, 1624905766)

(LID, 4171), (RL, 325), (text, turn left on Canal Rd), (path, database//Jane//1624905763-863989-8.tts), (storage_type, 2), (text_type, 1), (update_time, 1624905766)

(LID, 4172), (RL, 326), (text, then turn left), (path, database//Jane//1624905763-863990-9.tts), (storage_type, 2), (text_type, 0), (update_time, 1624905766)

(LID, 4173), (RL, 243), (text, in 1.5 miles), (path, database//Jane//1623969715-29823-181.tts), (storage_type, 2), (text_type, 0), (update_time, 1623969715)

(LID, 4174), (RL, 244), (text, in 1.6 miles), (path, database//Jane//1623969715-29824-182.tts), (storage_type, 2), (text_type, 0), (update_time, 1623969716)

(LID, 4175), (RL, 245), (text, in 1.7 miles), (path, database//Jane//1623969715-29824-183.tts), (storage_type, 2), (text_type, 0), (update_time, 1623969716)

(LID, 4176), (RL, 246), (text, in 2.2 miles), (path, database//Jane//1623969715-30149-188.tts), (storage_type, 2), (text_type, 0), (update_time, 1623969716)

(LID, 4177), (RL, 247), (text, in 2.3 miles), (path, database//Jane//1623969715-30149-189.tts), (storage_type, 2), (text_type, 0), (update_time, 1623969716)

(LID, 4178), (RL, 248), (text, in 2.4 miles), (path, database//Jane//1623969715-30150-190.tts), (storage_type, 2), (text_type, 0), (update_time, 1623969716)

(LID, 4179), (RL, 249), (text, in 2.5 miles), (path, database//Jane//1623969715-30150-191.tts), (storage_type, 2), (text_type, 0), (update_time, 1623969716)

(LID, 4180), (RL, 250), (text, make a u-turn on Haverhill Rd), (path, database//Jane//1623969715-31782-196.tts), (storage_type, 2), (text_type, 1), (update_time, 1623969716)

(LID, 4181), (RL, 251), (text, then make a u-turn), (path, database//Jane//1623969715-31783-197.tts), (storage_type, 2), (text_type, 0), (update_time, 1623969716)

(LID, 4182), (RL, 252), (text, then make a u-turn on Haverhill Rd), (path, database//Jane//1623969715-31783-198.tts), (storage_type, 2), (text_type, 1), (update_time, 1623969716)

(LID, 4183), (RL, 253), (text, in 2.6 miles), (path, database//Jane//1623969715-30317-192.tts), (storage_type, 2), (text_type, 0), (update_time, 1623969716)

(LID, 4184), (RL, 254), (text, in 2.7 miles), (path, database//Jane//1623969715-30318-193.tts), (storage_type, 2), (text_type, 0), (update_time, 1623969716)

(LID, 4185), (RL, 255), (text, in 2.8 miles), (path, database//Jane//1623969715-30318-194.tts), (storage_type, 2), (text_type, 0), (update_time, 1623969716)

(LID, 4186), (RL, 256), (text, in 2.9 miles), (path, database//Jane//1623969715-30319-195.tts), (storage_type, 2), (text_type, 0), (update_time, 1623969716)

(LID, 4187), (RL, 257), (text, in 3 miles), (path, database//Jane//1623969916-181277-199.tts), (storage_type, 2), (text_type, 0), (update_time, 1623969916)

(LID, 4188), (RL, 258), (text, in 3.1 miles), (path, database//Jane//1623969916-181282-200.tts), (storage_type, 2), (text_type, 0), (update_time, 1623969916)

(LID, 4189), (RL, 259), (text, in 3.2 miles), (path, database//Jane//1623969916-181284-201.tts), (storage_type, 2), (text_type, 0), (update_time, 1623969916)

(LID, 4190), (RL, 260), (text, in 3.3 miles), (path, database//Jane//1623969916-181285-202.tts), (storage_type, 2), (text_type, 0), (update_time, 1623969916)

(LID, 4191), (RL, 261), (text, in 3.4 miles), (path, database//Jane//1623969916-182100-203.tts), (storage_type, 2), (text_type, 0), (update_time, 1623969916)

(LID, 4192), (RL, 262), (text, in 3.5 miles), (path, database//Jane//1623969916-182104-204.tts), (storage_type, 2), (text_type, 0), (update_time, 1623969916)

(LID, 4193), (RL, 263), (text, in 3.6 miles), (path, database//Jane//1623969916-182106-205.tts), (storage_type, 2), (text_type, 0), (update_time, 1623969916)

(LID, 4194), (RL, 264), (text, in 3.7 miles), (path, database//Jane//1623969916-182107-206.tts), (storage_type, 2), (text_type, 0), (update_time, 1623969916)

(LID, 4195), (RL, 265), (text, in 3.8 miles), (path, database//Jane//1623969916-552085-207.tts), (storage_type, 2), (text_type, 0), (update_time, 1623969916)

(LID, 4196), (RL, 266), (text, in 3.9 miles), (path, database//Jane//1623969916-552095-208.tts), (storage_type, 2), (text_type, 0), (update_time, 1623969916)

(LID, 4197), (RL, 267), (text, continue straight for 12 minutes to E Lancaster Ave), (path, database//Jane//1623969916-552098-209.tts), (storage_type, 2), (text_type, 1), (update_time, 1623969916)

(LID, 4198), (RL, 240), (text, in 2 miles), (path, database//Jane//1623969715-30007-186.tts), (storage_type, 2), (text_type, 0), (update_time, 1623969715)

(LID, 4199), (RL, 241), (text, in 2.1 miles), (path, database//Jane//1623969715-30008-187.tts), (storage_type, 2), (text_type, 0), (update_time, 1623969715)

(LID, 4200), (RL, 242), (text, in 1.4 miles), (path, database//Jane//1623969715-29822-180.tts), (storage_type, 2), (text_type, 0), (update_time, 1623969715)
